BERTEC_ForceData
HEADER_LENGTH,1
N_OF_SAMPLES,25206
DATA_STARTS
Time (s),AUX,SYNC,1:FX,1:FY,1:FZ,1:MX,1:MY,1:MZ,1:COPX,1:COPY,1:COGX,1:COGY,1:SWAYANGLE,2:FX,2:FY,2:FZ,2:MX,2:MY,2:MZ,2:COPX,2:COPY,2:COGX,2:COGY,2:SWAYANGLE
8427.788,0,255,-2.13766,1.95864,570.651,504.658,188.899,1.43983,-0.331023,0.884355,-0.330586,0.885803,0,0.0139465,0.159485,1.09253,0.889404,-0.230194,-0.140137,0,0,0,0,0
8427.789,0,255,-2.59543,1.65346,569.43,503.193,188.532,1.68397,-0.33109,0.883678,-0.330592,0.885801,0,0.0139465,0.464661,1.39771,0.889404,-0.230194,-0.0180664,0,0,0,0,0
8427.790,0,255,-3.20578,0.585344,567.904,502.46,187.922,2.4164,-0.330904,0.884763,-0.330597,0.8858,0,-0.138641,0.312073,0.482178,0.156982,-0.108124,0.104004,0,0,0,0,0
8427.791,0,255,-3.81614,-1.09313,567.599,502.705,187.678,3.27089,-0.330652,0.885668,-0.330603,0.885798,0,-0.138641,0.159485,-0.128174,-0.0871582,0.0139465,0.226074,0,0,0,0,0
8427.792,0,255,-4.12131,-2.61901,567.904,503.925,187.678,4.00332,-0.330475,0.887342,-0.330609,0.885797,0,0.0139465,0.159485,-0.128174,-0.331299,0.0139465,0.226074,0,0,0,0,0
8427.793,0,255,-3.81614,-3.99231,568.82,505.146,187.922,4.36953,-0.330372,0.88806,-0.330614,0.885795,0,0.0139465,0.00689697,-0.128174,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.794,0,255,-3.05319,-4.75525,569.735,505.634,188.288,4.4916,-0.330484,0.88749,-0.330619,0.885794,0,0.0139465,-0.145691,-0.43335,-0.331299,0.136017,0.104004,0,0,0,0,0
8427.795,0,255,-1.83249,-4.29749,569.735,504.902,188.532,3.88125,-0.330912,0.886204,-0.330625,0.885792,0,0.0139465,-0.298279,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.796,0,255,-0.916955,-3.07678,569.125,503.193,188.41,2.90468,-0.331053,0.884152,-0.33063,0.885791,0,0.0139465,-0.450867,0.482178,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.797,0,255,-0.306601,-1.24572,568.515,501.972,188.166,1.92811,-0.330979,0.882954,-0.330636,0.885789,0,0.0139465,-0.450867,0.177002,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.798,0,255,-0.306601,0.432756,568.515,501.972,188.166,1.31776,-0.330979,0.882954,-0.330641,0.885788,0,0.0139465,-0.145691,0.177002,0.156982,0.0139465,-0.140137,0,0,0,0,0
8427.799,0,255,-0.916955,1.65346,568.82,502.216,188.166,0.951548,-0.330801,0.882909,-0.330646,0.885786,0,0.0139465,-0.145691,-0.128174,0.156982,0.136017,-0.140137,0,0,0,0,0
8427.800,0,255,-1.52731,2.26382,568.82,502.705,188.288,1.07362,-0.331016,0.883768,-0.330651,0.885785,0,0.0139465,0.159485,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.801,0,255,-2.44284,1.95864,568.82,503.193,188.288,1.5619,-0.331016,0.884626,-0.330657,0.885783,0,0.0139465,0.464661,-0.43335,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.802,0,255,-3.20578,1.04311,567.904,502.949,187.922,2.29433,-0.330904,0.885622,-0.330662,0.885781,0,0.0139465,0.464661,-0.43335,-0.0871582,0.136017,0.104004,0,0,0,0,0
8427.803,0,255,-3.81614,-0.482775,567.294,502.949,187.678,2.90468,-0.33083,0.886575,-0.330667,0.88578,0,0.0139465,0.312073,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.804,0,255,-3.81614,-1.85607,567.294,502.705,187.434,3.39296,-0.3304,0.886145,-0.330672,0.885778,0,0.0139465,0.312073,0.177002,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.805,0,255,-3.51096,-2.92419,567.599,502.949,187.556,3.75918,-0.330437,0.886099,-0.330677,0.885776,0,0.166534,0.159485,0.177002,0.401123,-0.108124,0.104004,0,0,0,0,0
8427.806,0,255,-2.90061,-3.68713,567.599,502.705,187.678,3.88125,-0.330652,0.885668,-0.330682,0.885775,0,0.166534,0.00689697,0.482178,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.807,0,255,-2.29025,-3.83972,567.904,502.216,187.922,3.88125,-0.330904,0.884333,-0.330687,0.885773,0,0.166534,-0.145691,0.482178,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.808,0,255,-1.52731,-3.38196,567.599,501.728,188.044,3.39296,-0.331297,0.883948,-0.330692,0.885772,0,0.0139465,-0.145691,0.482178,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.809,0,255,-0.916955,-2.61901,567.904,501.728,188.044,2.90468,-0.331119,0.883473,-0.330697,0.88577,0,0.0139465,-0.298279,0.482178,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.810,0,255,-0.459189,-1.39831,568.209,502.216,188.166,2.17226,-0.331156,0.883858,-0.330702,0.885768,0,0.0139465,-0.450867,0.177002,0.156982,0.0139465,-0.140137,0,0,0,0,0
8427.811,0,255,-0.459189,-0.177599,568.515,502.705,187.922,1.5619,-0.330549,0.884242,-0.330707,0.885767,0,0.0139465,-0.298279,0.177002,-0.0871582,0.0139465,-0.140137,0,0,0,0,0
8427.812,0,255,-0.764366,0.89052,568.515,503.193,187.8,1.31776,-0.330334,0.885101,-0.330712,0.885765,0,0.0139465,0.00689697,0.482178,0.156982,-0.108124,-0.262238,0,0,0,0,0
8427.813,0,255,-1.37472,1.65346,567.599,502.705,187.8,1.19569,-0.330867,0.885668,-0.330716,0.885763,0,0.166534,0.464661,0.482178,0.401123,-0.108124,-0.140137,0,0,0,0,0
8427.814,0,255,-2.29025,1.50088,566.989,502.216,187.678,1.5619,-0.331008,0.885761,-0.330721,0.885761,0,0.166534,0.464661,0.787354,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.815,0,255,-3.35837,0.432756,566.684,501.972,187.556,2.29433,-0.330971,0.885807,-0.330726,0.885759,0,0.0139465,0.159485,1.09253,0.645264,-0.230194,-0.0180664,0,0,0,0,0
8427.816,0,255,-3.96873,-0.94054,567.294,502.705,187.434,3.14882,-0.3304,0.886145,-0.330731,0.885758,0,0.0139465,0.159485,0.482178,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.817,0,255,-3.96873,-2.16125,568.515,503.437,187.8,3.51503,-0.330334,0.88553,-0.330735,0.885756,0,-0.138641,0.159485,-0.128174,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.818,0,255,-3.35837,-3.22937,569.125,503.681,187.922,3.6371,-0.330195,0.88501,-0.33074,0.885754,0,-0.138641,0.00689697,-0.43335,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.819,0,255,-2.59543,-3.68713,569.125,503.681,188.044,3.51503,-0.330409,0.88501,-0.330745,0.885752,0,0.0139465,-0.298279,-0.128174,-0.331299,0.0139465,-0.140137,0,0,0,0,0
8427.820,0,255,-1.52731,-3.38196,568.515,502.949,188.044,3.14882,-0.330764,0.884672,-0.330749,0.885751,0,0.0139465,-0.298279,0.177002,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.821,0,255,-0.916955,-2.61901,567.904,501.972,188.044,2.53847,-0.331119,0.883903,-0.330754,0.885749,0,0.166534,-0.450867,0.177002,0.401123,0.0139465,-0.262238,0,0,0,0,0
8427.822,0,255,-0.611778,-1.5509,567.904,501.972,188.044,2.17226,-0.331119,0.883903,-0.330758,0.885747,0,0.0139465,-0.450867,0.177002,0.156982,0.0139465,-0.140137,0,0,0,0,0
8427.823,0,255,-0.764366,-0.482775,568.515,502.46,188.044,2.05018,-0.330764,0.883813,-0.330762,0.885745,0,-0.138641,-0.298279,0.177002,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.824,0,255,-1.06954,0.280167,569.125,503.437,188.044,1.92811,-0.330409,0.884581,-0.330767,0.885743,0,-0.138641,-0.298279,0.177002,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.825,0,255,-1.22213,0.432756,569.125,503.925,187.922,1.80604,-0.330195,0.885439,-0.330771,0.885742,0,-0.138641,-0.145691,0.177002,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.826,0,255,-1.52731,0.432756,568.209,503.681,187.678,1.92811,-0.330297,0.886436,-0.330775,0.88574,0,0.0139465,0.159485,-0.128174,-0.331299,0.0139465,-0.0180664,0,0,0,0,0
8427.827,0,255,-1.83249,0.432756,567.904,502.705,187.678,1.92811,-0.330475,0.885192,-0.33078,0.885738,0,0.0139465,0.159485,0.177002,-0.0871582,-0.108124,-0.140137,0,0,0,0,0
8427.828,0,255,-2.59543,-0.330187,567.599,501.972,187.678,2.4164,-0.330652,0.884378,-0.330784,0.885736,0,0.0139465,0.159485,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.829,0,255,-3.35837,-1.24572,567.904,502.216,187.678,2.90468,-0.330475,0.884333,-0.330788,0.885734,0,0.0139465,0.159485,-0.128174,-0.331299,0.0139465,-0.0180664,0,0,0,0,0
8427.830,0,255,-3.81614,-2.31384,568.515,502.705,187.8,3.51503,-0.330334,0.884242,-0.330792,0.885732,0,0.0139465,0.00689697,-0.43335,-0.81958,0.136017,-0.0180664,0,0,0,0,0
8427.831,0,255,-3.81614,-3.22937,569.43,503.437,188.044,4.00332,-0.330232,0.884107,-0.330796,0.88573,0,0.0139465,-0.145691,-0.43335,-0.81958,0.136017,0.104004,0,0,0,0,0
8427.832,0,255,-3.05319,-3.83972,570.041,504.169,188.288,4.00332,-0.330307,0.884445,-0.330801,0.885728,0,0.0139465,-0.145691,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.833,0,255,-2.13766,-3.99231,570.041,504.414,188.288,3.75918,-0.330307,0.884873,-0.330805,0.885726,0,0.0139465,-0.298279,0.177002,0.401123,0.0139465,-0.140137,0,0,0,0,0
8427.834,0,255,-1.37472,-3.38196,569.125,503.681,188.166,3.27089,-0.330624,0.88501,-0.330809,0.885724,0,0.0139465,-0.145691,0.482178,0.645264,0.0139465,-0.0180664,0,0,0,0,0
8427.835,0,255,-0.764366,-2.16125,568.82,503.193,188.044,2.53847,-0.330586,0.884626,-0.330812,0.885722,0,0.0139465,-0.145691,0.482178,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.836,0,255,-0.916955,-0.635365,568.82,503.193,188.044,2.17226,-0.330586,0.884626,-0.330816,0.88572,0,-0.138641,-0.145691,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.837,0,255,-1.37472,0.432756,568.515,502.705,187.922,2.17226,-0.330549,0.884242,-0.33082,0.885718,0,-0.138641,-0.145691,0.482178,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.838,0,255,-1.83249,0.89052,568.82,503.193,188.044,2.4164,-0.330586,0.884626,-0.330824,0.885716,0,-0.138641,0.00689697,0.482178,0.401123,-0.108124,0.104004,0,0,0,0,0
8427.839,0,255,-2.29025,0.585344,569.735,504.414,188.166,2.66054,-0.330269,0.885347,-0.330828,0.885714,0,-0.138641,0.00689697,0.482178,0.156982,-0.108124,0.104004,0,0,0,0,0
8427.840,0,255,-2.59543,-0.177599,570.346,505.146,188.288,2.90468,-0.33013,0.885684,-0.330832,0.885712,0,0.0139465,0.00689697,0.177002,-0.0871582,0.136017,-0.140137,0,0,0,0,0
8427.841,0,255,-2.90061,-1.24572,570.651,505.39,188.41,3.14882,-0.330167,0.885638,-0.330835,0.88571,0,0.166534,0.00689697,0.177002,0.156982,0.0139465,-0.262238,0,0,0,0,0
8427.842,0,255,-3.20578,-2.31384,570.651,505.39,188.41,3.51503,-0.330167,0.885638,-0.330839,0.885708,0,0.166534,0.00689697,0.177002,0.401123,0.0139465,-0.140137,0,0,0,0,0
8427.843,0,255,-3.66355,-3.22937,570.651,504.902,188.288,3.88125,-0.329954,0.884782,-0.330843,0.885706,0,0.0139465,-0.145691,-0.128174,0.156982,0.136017,-0.0180664,0,0,0,0,0
8427.844,0,255,-3.81614,-3.99231,570.041,503.925,188.166,4.36953,-0.330093,0.884017,-0.330846,0.885704,0,0.0139465,-0.145691,-0.128174,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.845,0,255,-3.66355,-4.1449,569.125,502.949,187.922,4.61367,-0.330195,0.883723,-0.33085,0.885702,0,0.0139465,-0.298279,0.177002,0.401123,-0.108124,-0.140137,0,0,0,0,0
8427.846,0,255,-3.20578,-3.99231,568.82,502.949,187.8,4.4916,-0.330157,0.884197,-0.330853,0.8857,0,0.0139465,-0.145691,0.177002,0.156982,0.0139465,-0.140137,0,0,0,0,0
8427.847,0,255,-2.13766,-3.22937,569.43,503.925,188.166,3.88125,-0.330446,0.884964,-0.330857,0.885698,0,0.0139465,-0.145691,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.848,0,255,-1.37472,-2.00866,570.041,504.658,188.288,3.02675,-0.330307,0.885301,-0.33086,0.885696,0,-0.138641,-0.298279,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.849,0,255,-0.916955,-0.787952,570.346,505.146,188.288,2.29433,-0.33013,0.885684,-0.330863,0.885693,0,-0.291229,-0.145691,0.177002,0.156982,0.0139465,0.104004,0,0,0,0,0
8427.850,0,255,-0.916955,0.127579,570.346,504.902,188.288,1.92811,-0.33013,0.885256,-0.330867,0.885691,0,-0.138641,-0.145691,0.482178,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.851,0,255,-1.37472,0.585344,570.651,504.902,188.41,2.05018,-0.330167,0.884782,-0.33087,0.885689,0,0.0139465,-0.145691,0.482178,0.645264,-0.108124,-0.140137,0,0,0,0,0
8427.852,0,255,-2.29025,0.280167,570.651,504.658,188.41,2.66054,-0.330167,0.884355,-0.330873,0.885687,0,0.0139465,0.00689697,-0.128174,0.401123,0.136017,-0.140137,0,0,0,0,0
8427.853,0,255,-3.05319,-0.482775,570.651,504.414,188.41,3.39296,-0.330167,0.883927,-0.330876,0.885685,0,0.166534,0.159485,-0.43335,-0.0871582,0.136017,-0.140137,0,0,0,0,0
8427.854,0,255,-3.81614,-1.5509,570.346,503.925,188.288,4.12539,-0.33013,0.883544,-0.330879,0.885683,0,0.166534,0.159485,-0.128174,0.156982,0.136017,-0.140137,0,0,0,0,0
8427.855,0,255,-4.2739,-2.61901,570.651,504.169,188.166,4.61367,-0.32974,0.883499,-0.330882,0.88568,0,0.166534,0.00689697,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.856,0,255,-4.12131,-3.68713,570.651,504.902,188.166,4.73574,-0.32974,0.884782,-0.330885,0.885678,0,0.0139465,0.00689697,-0.128174,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.857,0,255,-3.66355,-4.60266,570.651,504.902,188.166,4.61367,-0.32974,0.884782,-0.330888,0.885676,0,-0.138641,0.00689697,0.177002,-0.0871582,-0.108124,0.226074,0,0,0,0,0
8427.858,0,255,-3.20578,-4.75525,570.651,505.39,188.288,4.4916,-0.329954,0.885638,-0.330891,0.885674,0,0.0139465,-0.145691,-0.128174,-0.0871582,0.136017,-0.0180664,0,0,0,0,0
8427.859,0,255,-2.90061,-3.99231,570.956,505.634,188.288,4.00332,-0.329777,0.885592,-0.330894,0.885671,0,0.166534,0.00689697,-0.43335,-0.331299,0.136017,-0.140137,0,0,0,0,0
8427.860,0,255,-2.29025,-2.61901,570.956,505.39,188.288,3.51503,-0.329777,0.885165,-0.330897,0.885669,0,0.0139465,0.00689697,-0.43335,-0.331299,0.136017,0.104004,0,0,0,0,0
8427.861,0,255,-1.6799,-1.24572,570.956,505.146,188.288,2.90468,-0.329777,0.884737,-0.3309,0.885667,0,0.0139465,-0.145691,-0.128174,0.156982,0.0139465,0.104004,0,0,0,0,0
8427.862,0,255,-1.22213,0.127579,570.956,504.658,188.41,2.17226,-0.329991,0.883882,-0.330902,0.885665,0,-0.138641,-0.298279,0.177002,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.863,0,255,-0.916955,0.89052,570.651,503.925,188.288,1.80604,-0.329954,0.883071,-0.330905,0.885662,0,-0.291229,-0.298279,0.177002,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.864,0,255,-1.06954,1.04311,570.651,503.681,188.288,1.80604,-0.329954,0.882643,-0.330908,0.88566,0,-0.291229,-0.145691,-0.128174,-0.0871582,0.0139465,0.104004,0,0,0,0,0
8427.865,0,255,-1.83249,0.432756,570.651,504.169,188.288,2.4164,-0.329954,0.883499,-0.33091,0.885657,0,-0.138641,0.00689697,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.866,0,255,-2.90061,-0.635365,570.651,504.902,188.166,3.39296,-0.32974,0.884782,-0.330913,0.885655,0,-0.138641,0.00689697,-0.128174,-0.331299,0.0139465,-0.0180664,0,0,0,0,0
8427.867,0,255,-3.81614,-2.00866,571.261,505.634,188.166,4.12539,-0.329387,0.885119,-0.330915,0.885653,0,0.0139465,0.00689697,0.177002,-0.0871582,0.0139465,-0.140137,0,0,0,0,0
8427.868,0,255,-4.57908,-3.38196,571.261,505.878,188.166,4.73574,-0.329387,0.885547,-0.330917,0.88565,0,0.0139465,0.00689697,0.177002,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.869,0,255,-4.42649,-4.45008,570.956,506.123,188.044,4.97988,-0.32935,0.886447,-0.33092,0.885648,0,0.0139465,-0.145691,0.177002,0.401123,-0.108124,-0.0180664,0,0,0,0,0
8427.870,0,255,-3.81614,-4.45008,570.346,505.39,187.8,4.4916,-0.329274,0.886112,-0.330922,0.885645,0,0.166534,0.00689697,0.482178,0.645264,0.0139465,-0.0180664,0,0,0,0,0
8427.871,0,255,-2.74802,-3.38196,569.735,504.169,187.8,3.6371,-0.329627,0.884919,-0.330924,0.885643,0,0.166534,-0.145691,0.177002,0.645264,0.0139465,-0.140137,0,0,0,0,0
8427.872,0,255,-1.6799,-1.85607,569.735,503.437,187.922,2.66054,-0.329841,0.883633,-0.330926,0.885641,0,0.166534,-0.145691,0.177002,0.645264,0.0139465,-0.140137,0,0,0,0,0
8427.873,0,255,-1.06954,-0.330187,570.041,503.193,188.044,1.68397,-0.329879,0.882732,-0.330929,0.885638,0,0.0139465,-0.298279,0.177002,0.401123,0.0139465,-0.140137,0,0,0,0,0
8427.874,0,255,-0.764366,1.1957,570.651,503.925,188.166,1.07362,-0.32974,0.883071,-0.330931,0.885636,0,-0.138641,-0.298279,0.177002,-0.0871582,0.0139465,-0.140137,0,0,0,0,0
8427.875,0,255,-0.916955,1.65346,570.956,504.414,188.044,0.951548,-0.32935,0.883454,-0.330933,0.885633,0,-0.138641,-0.145691,-0.128174,-0.331299,0.0139465,-0.0180664,0,0,0,0,0
8427.876,0,255,-0.916955,1.34829,571.566,505.39,188.288,1.07362,-0.329425,0.884219,-0.330935,0.88563,0,-0.138641,0.00689697,0.177002,-0.0871582,-0.108124,0.226074,0,0,0,0,0
8427.877,0,255,-0.916955,0.737932,571.872,506.123,188.41,1.5619,-0.329463,0.885028,-0.330936,0.885628,0,-0.138641,0.00689697,0.177002,-0.0871582,-0.108124,0.226074,0,0,0,0,0
8427.878,0,255,-1.37472,-0.482775,571.566,505.878,188.41,2.29433,-0.329639,0.885074,-0.330938,0.885625,0,-0.138641,-0.145691,-0.128174,0.156982,0.0139465,-0.0180664,0,0,0,0,0
8427.879,0,255,-2.29025,-1.70348,570.651,505.146,188.044,3.14882,-0.329526,0.88521,-0.33094,0.885623,0,-0.138641,-0.298279,0.177002,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.880,0,255,-3.35837,-2.61901,569.43,503.437,187.434,3.88125,-0.32916,0.884107,-0.330942,0.88562,0,-0.138641,-0.145691,0.177002,0.645264,0.0139465,0.104004,0,0,0,0,0
8427.881,0,255,-3.96873,-3.07678,568.209,502.216,187.068,4.36953,-0.329223,0.883858,-0.330943,0.885617,0,0.166534,0.00689697,0.177002,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.882,0,255,-4.2739,-3.38196,568.209,502.46,186.945,4.36953,-0.329008,0.884287,-0.330945,0.885615,0,0.319122,0.159485,-0.128174,0.156982,0.136017,-0.140137,0,0,0,0,0
8427.883,0,255,-3.66355,-2.92419,569.125,503.437,187.312,3.75918,-0.329122,0.884581,-0.330947,0.885612,0,0.166534,0.312073,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.884,0,255,-2.29025,-2.16125,570.651,504.902,188.044,2.78261,-0.329526,0.884782,-0.330948,0.885609,0,0.166534,0.159485,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.885,0,255,-1.22213,-1.39831,571.872,505.878,188.41,1.68397,-0.329463,0.884601,-0.33095,0.885607,0,0.0139465,-0.145691,-0.128174,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.886,0,255,-0.306601,-0.330187,571.566,505.39,188.41,0.829477,-0.329639,0.884219,-0.330951,0.885604,0,0.0139465,-0.145691,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.887,0,255,-0.00142384,0.737932,570.651,504.414,188.166,0.463264,-0.32974,0.883927,-0.330952,0.885601,0,0.0139465,-0.145691,0.177002,0.401123,0.0139465,-0.140137,0,0,0,0,0
8427.888,0,255,-0.306601,1.04311,569.735,503.193,187.8,0.707406,-0.329627,0.883205,-0.330954,0.885599,0,-0.138641,-0.145691,0.177002,0.401123,0.0139465,-0.140137,0,0,0,0,0
8427.889,0,255,-0.764366,0.432756,569.125,502.705,187.556,1.43983,-0.329551,0.883294,-0.330955,0.885596,0,-0.138641,-0.145691,-0.128174,-0.0871582,0.0139465,-0.140137,0,0,0,0,0
8427.890,0,255,-1.52731,-0.787952,569.125,502.949,187.556,2.53847,-0.329551,0.883723,-0.330956,0.885593,0,-0.138641,-0.145691,-0.43335,-0.331299,0.0139465,-0.140137,0,0,0,0,0
8427.891,0,255,-2.13766,-2.16125,569.125,503.437,187.434,3.51503,-0.329337,0.884581,-0.330957,0.88559,0,-0.138641,-0.298279,-0.43335,-0.331299,0.136017,-0.140137,0,0,0,0,0
8427.892,0,255,-2.74802,-3.38196,569.125,504.169,187.312,4.12539,-0.329122,0.885868,-0.330958,0.885587,0,-0.138641,-0.450867,-0.43335,-0.331299,0.136017,-0.140137,0,0,0,0,0
8427.893,0,255,-3.20578,-4.29749,569.735,504.902,187.312,4.4916,-0.32877,0.886204,-0.330959,0.885585,0,0.0139465,-0.298279,-0.128174,-0.331299,0.136017,-0.0180664,0,0,0,0,0
8427.894,0,255,-3.51096,-4.60266,569.735,505.146,187.312,4.4916,-0.32877,0.886633,-0.33096,0.885582,0,0.0139465,-0.298279,-0.128174,-0.331299,0.258087,-0.0180664,0,0,0,0,0
8427.895,0,255,-3.35837,-3.99231,569.735,504.902,187.434,4.12539,-0.328984,0.886204,-0.330961,0.885579,0,0.0139465,-0.145691,-0.43335,-0.0871582,0.136017,-0.0180664,0,0,0,0,0
8427.896,0,255,-2.90061,-2.61901,570.346,504.414,187.678,3.39296,-0.32906,0.8844,-0.330962,0.885576,0,0.0139465,-0.145691,-0.128174,0.401123,0.0139465,-0.0180664,0,0,0,0,0
8427.897,0,255,-2.29025,-1.24572,570.041,503.193,187.678,2.66054,-0.329236,0.882732,-0.330963,0.885574,0,0.0139465,0.00689697,0.482178,0.401123,-0.108124,0.104004,0,0,0,0,0
8427.898,0,255,-1.52731,-0.0250092,569.43,501.972,187.678,1.68397,-0.329589,0.881534,-0.330963,0.885571,0,0.166534,0.159485,0.482178,0.156982,-0.108124,-0.0180664,0,0,0,0,0
8427.899,0,255,-0.916955,0.585344,569.125,501.728,187.678,0.951548,-0.329766,0.881578,-0.330964,0.885568,0,0.166534,0.159485,0.177002,-0.0871582,0.0139465,-0.0180664,0,0,0,0,0
8427.900,0,255,-0.611778,0.280167,568.82,502.216,187.556,0.829477,-0.329728,0.882909,-0.330965,0.885565,0,0.166534,0.00689697,-0.128174,-0.575439,0.136017,-0.0180664,0,0,0,0,0
8427.901,0,255,-0.611778,-0.787952,569.125,503.681,187.434,1.31776,-0.329337,0.88501,-0.330965,0.885562,0,0.0139465,-0.145691,-0.128174,-0.575439,0.136017,-0.140137,0,0,0,0,0
8427.902,0,255,-1.06954,-1.85607,569.43,504.902,187.434,2.17226,-0.32916,0.886679,-0.330966,0.885559,0,0.0139465,-0.145691,0.177002,-0.0871582,0.0139465,-0.140137,0,0,0,0,0
8427.903,0,255,-1.6799,-3.07678,569.735,505.634,187.434,3.27089,-0.328984,0.88749,-0.330966,0.885556,0,0.0139465,0.00689697,0.482178,0.401123,-0.108124,-0.0180664,0,0,0,0,0
8427.904,0,255,-2.13766,-3.99231,569.735,505.634,187.434,4.12539,-0.328984,0.88749,-0.330967,0.885553,0,0.0139465,0.00689697,0.482178,0.401123,-0.108124,0.104004,0,0,0,0,0
8427.905,0,255,-2.90061,-4.45008,569.125,504.414,187.312,4.73574,-0.329122,0.886297,-0.330967,0.88555,0,0.0139465,-0.298279,0.482178,0.401123,-0.108124,-0.0180664,0,0,0,0,0
8427.906,0,255,-3.20578,-3.99231,568.209,502.705,186.945,4.73574,-0.329008,0.884717,-0.330967,0.885548,0,0.0139465,-0.298279,0.787354,0.645264,-0.108124,-0.140137,0,0,0,0,0
8427.907,0,255,-3.05319,-2.92419,567.904,501.728,186.823,4.12539,-0.32897,0.883473,-0.330968,0.885545,0,0.319122,0.00689697,0.482178,0.156982,0.0139465,-0.262238,0,0,0,0,0
8427.908,0,255,-2.74802,-2.00866,568.82,501.728,187.19,3.27089,-0.329084,0.882051,-0.330968,0.885542,0,0.47171,0.159485,0.177002,-0.0871582,0.0139465,-0.384308,0,0,0,0,0
8427.909,0,255,-2.29025,-1.24572,570.041,502.705,187.556,2.53847,-0.329022,0.881875,-0.330968,0.885539,0,0.166534,0.159485,-0.128174,-0.331299,0.136017,-0.140137,0,0,0,0,0
8427.910,0,255,-1.83249,-0.635365,570.651,503.925,187.8,1.92811,-0.329098,0.883071,-0.330968,0.885536,0,0.0139465,0.159485,-0.43335,-0.575439,0.136017,-0.0180664,0,0,0,0,0
8427.911,0,255,-1.37472,-0.177599,570.651,504.658,187.922,1.31776,-0.329312,0.884355,-0.330968,0.885533,0,0.0139465,0.159485,-0.43335,-0.81958,0.136017,0.104004,0,0,0,0,0
8427.912,0,255,-1.22213,0.127579,570.346,504.658,187.678,1.07362,-0.32906,0.884828,-0.330968,0.88553,0,-0.138641,0.159485,-0.128174,-0.331299,0.0139465,0.104004,0,0,0,0,0
8427.913,0,255,-1.22213,-0.330187,569.43,504.169,187.312,1.19569,-0.328946,0.885393,-0.330968,0.885527,0,-0.138641,0.159485,0.177002,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.914,0,255,-1.06954,-1.39831,568.82,503.681,187.068,1.68397,-0.32887,0.885485,-0.330968,0.885524,0,0.0139465,0.00689697,0.482178,0.889404,-0.108124,-0.140137,0,0,0,0,0
8427.915,0,255,-1.06954,-2.7716,568.515,503.437,187.068,2.53847,-0.329046,0.88553,-0.330967,0.885521,0,-0.138641,-0.145691,0.787354,0.645264,-0.108124,-0.0180664,0,0,0,0,0
8427.916,0,255,-1.22213,-4.1449,568.515,503.193,186.945,3.39296,-0.328831,0.885101,-0.330967,0.885518,0,-0.138641,-0.145691,0.787354,0.645264,-0.108124,0.104004,0,0,0,0,0
